id,hair_color_r1,hair_color_r2,hair_color_g1,hair_color_g2,hair_color_b1,hair_color_b2,hair_toon_color_r1,hair_toon_color_r2,hair_toon_color_g1,hair_toon_color_g2,hair_toon_color_b1,hair_toon_color_b2,mayu_color_r1,mayu_color_r2,mayu_color_g1,mayu_color_g2,mayu_color_b1,mayu_color_b2,mayu_toon_color_r1,mayu_toon_color_r2,mayu_toon_color_g1,mayu_toon_color_g2,mayu_toon_color_b1,mayu_toon_color_b2,eye_color_r1,eye_color_r2,eye_color_g1,eye_color_g2,eye_color_b1,eye_color_b2,tail_color_r1,tail_color_r2,tail_color_g1,tail_color_g2,tail_color_b1,tail_color_b2,tail_toon_color_r1,tail_toon_color_r2,tail_toon_color_g1,tail_toon_color_g2,tail_toon_color_b1,tail_toon_color_b2
10314,#C0492C,#FFFFFF,#FBFAFB,#59514F,#30302D,#C0865D,#8D231F,#B9B9B9,#BDB7BA,#4B3248,#111110,#A1443D,#FFFFFF,#FFFFFF,#FFFFFF,#331613,#A1443D,#A1443D,#FFFFFF,#FFFFFF,#FFFFFF,#331613,#A1443D,#A1443D,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#FFFFFF,#C0865D,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#FFFFFF,#A1443D
10315,#9C68CF,#FFFFFF,#F3E3E3,#808080,#373737,#524142,#9C68CF,#B4B4B4,#9D9595,#808080,#222121,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10316,#C39FAC,#FFFFFF,#FDB52E,#808080,#353535,#FDB52E,#CAA3B0,#C5C5C5,#F87920,#808080,#292929,#F87920,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#FDB52E,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#F87920
10317,#FFFFFF,#F0F2F3,#E2CADB,#4B3D47,#333333,#E2CADB,#C0C0C0,#BEBEBE,#E0B9C4,#4B4144,#262626,#E0B9C4,#FFFFFF,#FFFFFF,#FFFFFF,#332A2D,#E0B9C4,#B2939C,#FFFFFF,#FFFFFF,#FFFFFF,#332A2D,#E0B9C4,#B2939C,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#A98FE0,#FFFFFF,#E2CADB,#E6CFDF,#FFFFFF,#FFFFFF,#A98FE0,#FFFFFF,#E0B9C4
10318,#D2ABD9,#FFFFFF,#ECADAA,#808080,#353537,#EC908C,#D96D70,#989898,#C89E9B,#808080,#130C0D,#C86A63,#FFFFFF,#FFFFFF,#FFFFFF,#331B19,#C86A63,#B25F58,#FFFFFF,#FFFFFF,#FFFFFF,#331B19,#C86A63,#B25F58,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D0CF,#FFFFFF,#FFFFFF,#9780C8,#FFFFFF,#EC908C,#E6D0CF,#FFFFFF,#FFFFFF,#9780C8,#FFFFFF,#C86A63
10319,#CFCFD6,#FFFFFF,#BFBFD4,#808080,#414141,#BFBFD4,#B5A1C8,#ABABAB,#7E77BC,#808080,#1F1F1F,#7E77BC,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#7E77BC,#7871B2,#FFFFFF,#FFFFFF,#FFFFFF,#222033,#7E77BC,#7871B2,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#CFCFE6,#FFFFFF,#FFFFFF,#8E78BC,#FFFFFF,#BFBFD4,#CFCFE6,#FFFFFF,#FFFFFF,#8E78BC,#FFFFFF,#7E77BC
10320,#7E3F2B,#FFFFFF,#F7E0D3,#83716B,#433E3B,#DD5228,#582C1D,#A4A4A4,#F8CACD,#654D55,#271714,#A8262D,#FFFFFF,#FFFFFF,#FFFFFF,#330C0E,#A8262D,#A8262D,#FFFFFF,#FFFFFF,#FFFFFF,#330C0E,#A8262D,#A8262D,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6D4CF,#FFFFFF,#FFFFFF,#7F6CA8,#FFFFFF,#DD5228,#E6D4CF,#FFFFFF,#FFFFFF,#7F6CA8,#FFFFFF,#A8262D
10321,#C39FAC,#FFFFFF,#F8F7F5,#808080,#575252,#FFE7BA,#CAA3B0,#B4B4B4,#F4E2D5,#808080,#181818,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FFE7BA,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10322,#9C68CF,#F3F3F3,#524142,#808080,#464343,#524142,#64429E,#C0C0C0,#352524,#656161,#292929,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10323,#FFA2D4,#EEEEEE,#B476AA,#80214D,#333333,#B49FB2,#C67EA5,#A8A8A8,#764792,#2D1227,#1A1A1A,#7A6688,#FFFFFF,#FFFFFF,#FFFFFF,#2E2633,#7A6688,#7A6688,#FFFFFF,#FFFFFF,#FFFFFF,#2E2633,#7A6688,#7A6688,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFE3,#FFFFFF,#FFFFFF,#675788,#FFFFFF,#B49FB2,#E6CFE3,#FFFFFF,#FFFFFF,#675788,#FFFFFF,#7A6688
10324,#D2ABD9,#67C015,#AB1F19,#808080,#FFFFFF,#AB1F19,#D2ABD9,#307815,#800E08,#808080,#BCBCBC,#800E08,#FFFFFF,#FFFFFF,#FFFFFF,#330603,#800E08,#800E08,#FFFFFF,#FFFFFF,#FFFFFF,#330603,#800E08,#800E08,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#615280,#FFFFFF,#AB1F19,#E6CFCF,#FFFFFF,#FFFFFF,#615280,#FFFFFF,#800E08
10325,#FFFFFF,#79C334,#E2CADB,#CF2425,#E7E7E7,#E2CADB,#C0C0C0,#3B8926,#E0B9C4,#8E4140,#959595,#E0B9C4,#FFFFFF,#FFFFFF,#FFFFFF,#332A2D,#E0B9C4,#B2939C,#FFFFFF,#FFFFFF,#FFFFFF,#332A2D,#E0B9C4,#B2939C,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#A98FE0,#FFFFFF,#E2CADB,#E6CFDF,#FFFFFF,#FFFFFF,#A98FE0,#FFFFFF,#E0B9C4
10326,#CFCFD6,#67E517,#B4ADB2,#808080,#E0E0E0,#7D7D7D,#B5A1C8,#2ABC11,#A4A4A4,#808080,#9E9DA6,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFCF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#7D7D7D,#E6CFCF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#A49B9E
10327,#5090A4,#34CC1E,#A4601A,#D92620,#FFFFFF,#AF9376,#285688,#2B870D,#7C3C24,#9C2017,#9C9C9C,#9B6369,#FFFFFF,#FFFFFF,#FFFFFF,#332123,#9B6369,#9B6369,#FFFFFF,#FFFFFF,#FFFFFF,#332123,#9B6369,#9B6369,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6DACF,#FFFFFF,#FFFFFF,#75639B,#FFFFFF,#AF9376,#E6DACF,#FFFFFF,#FFFFFF,#75639B,#FFFFFF,#9B6369
10328,#C39FAC,#18DB2D,#F8F7F5,#808080,#FFFFFF,#FFE7BA,#CAA3B0,#1BA418,#F4E2D5,#808080,#A6A6A6,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FFE7BA,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10329,#C0492C,#39CF1E,#FBFAFB,#59514F,#FFFFFF,#C0865D,#8D231F,#1F8917,#BDB7BA,#4B3248,#B0B0B0,#A1443D,#FFFFFF,#FFFFFF,#FFFFFF,#331613,#A1443D,#A1443D,#FFFFFF,#FFFFFF,#FFFFFF,#331613,#A1443D,#A1443D,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#FFFFFF,#C0865D,#E6D8CF,#FFFFFF,#FFFFFF,#7A67A1,#FFFFFF,#A1443D
10330,#D2ABD9,#2FDD22,#C0615D,#808080,#F5F5F5,#C0615D,#D2ABD9,#389C24,#964C48,#808080,#C0C0C0,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10331,#D2ABD9,#E5E5E5,#C0615D,#808080,#2121F1,#C0615D,#D2ABD9,#B2B2B2,#964C48,#808080,#172CA8,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10332,#E296C9,#ECEBE8,#901124,#808080,#1C6AE9,#732B38,#B96FAF,#B1B3B7,#A61831,#808080,#2952B9,#731A27,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#732B38,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#731A27
10333,#C39FAC,#ECECEC,#FDB52E,#808080,#494DD4,#FDB52E,#CAA3B0,#CFCFCF,#F87920,#808080,#251980,#F87920,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#FDB52E,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#F87920
10334,#C39FAC,#FFFFFF,#E0B86D,#808080,#494DD4,#E0B86D,#CAA3B0,#D9D9D9,#CC9065,#808080,#251980,#CC9065,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#CC9065,#B27E58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#CC9065,#B27E58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#9A83CC,#FFFFFF,#E0B86D,#E6DECF,#FFFFFF,#FFFFFF,#9A83CC,#FFFFFF,#CC9065
10335,#C39FAC,#FFFFFF,#F6F3EC,#808080,#494DD4,#FACF7E,#CAA3B0,#D6D6D5,#DED6D0,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10336,#C39FAC,#FDFDFD,#FDB52E,#808080,#494DD4,#FDB52E,#CAA3B0,#CACACA,#F87920,#808080,#251980,#F87920,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#FDB52E,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#F87920
10337,#C39FAC,#FFFFFF,#FACF7E,#808080,#494DD4,#FACF7E,#CAA3B0,#C5C5C5,#D7986B,#808080,#251980,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10338,#C39FAC,#E51910,#FDB52E,#808080,#494DD4,#FDB52E,#CAA3B0,#A4302F,#F87920,#808080,#251980,#F87920,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#FDB52E,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#F87920
10339,#E296C9,#E9291E,#901124,#808080,#1340E7,#732B38,#B96FAF,#B01D28,#A61831,#808080,#1A2EA8,#731A27,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#732B38,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#731A27
10340,#E296C9,#EC2224,#E7A4B0,#808080,#182FF3,#9C505D,#B96FAF,#AB1B17,#D4B7BB,#808080,#1426AD,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10341,#C39FAC,#E92417,#FFC14C,#808080,#494DD4,#FFC14C,#CAA3B0,#B9271F,#F1914C,#808080,#251980,#F1914C,#FFFFFF,#FFFFFF,#FFFFFF,#331F10,#F1914C,#B26B38,#FFFFFF,#FFFFFF,#FFFFFF,#331F10,#F1914C,#B26B38,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#B69AF1,#FFFFFF,#FFC14C,#E6DECF,#FFFFFF,#FFFFFF,#B69AF1,#FFFFFF,#F1914C
10342,#E296C9,#E71B32,#9C505D,#808080,#2139E0,#9C505D,#B96FAF,#B01B1E,#7B3D46,#808080,#1526A4,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10343,#E296C9,#E02733,#6A2630,#808080,#2846E7,#6A2630,#B96FAF,#A81920,#4B292F,#808080,#1B22AD,#4B292F,#FFFFFF,#FFFFFF,#FFFFFF,#331C20,#4B292F,#804650,#FFFFFF,#FFFFFF,#FFFFFF,#331C20,#4B292F,#804650,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#6A2630,#E6CFD2,#FFFFFF,#FFFFFF,#39304B,#FFFFFF,#4B292F
10344,#D2ABD9,#E71525,#ECADAA,#808080,#1111D9,#EC908C,#D96D70,#78151D,#C89E9B,#808080,#172289,#C86A63,#FFFFFF,#FFFFFF,#FFFFFF,#331B19,#C86A63,#B25F58,#FFFFFF,#FFFFFF,#FFFFFF,#331B19,#C86A63,#B25F58,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6D0CF,#FFFFFF,#FFFFFF,#9780C8,#FFFFFF,#EC908C,#E6D0CF,#FFFFFF,#FFFFFF,#9780C8,#FFFFFF,#C86A63
10345,#CFCFD6,#E91C2B,#B4ADB2,#808080,#1C2DEC,#B4ADB2,#B5A1C8,#B9141A,#A49B9E,#808080,#2424C5,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#B4ADB2,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#A49B9E
10346,#CFCFD6,#1CEC33,#B4ADB2,#808080,#DDE21D,#B4ADB2,#B5A1C8,#1CC01C,#A49B9E,#808080,#C8BA1F,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#FFFFFF,#FFFFFF,#FFFFFF,#333031,#A49B9E,#A49B9E,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#B4ADB2,#E6CFDF,#FFFFFF,#FFFFFF,#7C69A4,#FFFFFF,#A49B9E
10347,#C39FAC,#2AEC22,#FAE2B5,#808080,#ECDD22,#FAE2B5,#CAA3B0,#37BE25,#DDB89E,#808080,#C8B819,#DDB89E,#FFFFFF,#FFFFFF,#FFFFFF,#332A24,#DDB89E,#B29580,#FFFFFF,#FFFFFF,#FFFFFF,#332A24,#DDB89E,#B29580,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A78DDD,#FFFFFF,#FAE2B5,#E6DECF,#FFFFFF,#FFFFFF,#A78DDD,#FFFFFF,#DDB89E
10348,#C39FAC,#55F121,#F1E9DB,#E23F25,#E9D01E,#FACF7E,#CAA3B0,#46CA16,#F1E1D6,#CA2823,#CAB925,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10349,#CF6868,#375EF8,#524142,#808080,#FF282C,#524142,#9C68CF,#2349C0,#352525,#808080,#C53131,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
10350,#D2ABD9,#59F324,#AB1F19,#808080,#F5EE2B,#AB1F19,#D2ABD9,#45A61F,#800E08,#808080,#C0B12B,#800E08,#FFFFFF,#FFFFFF,#FFFFFF,#330603,#800E08,#800E08,#FFFFFF,#FFFFFF,#FFFFFF,#330603,#800E08,#800E08,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#615280,#FFFFFF,#AB1F19,#E6CFCF,#FFFFFF,#FFFFFF,#615280,#FFFFFF,#800E08
10351,#D2ABD9,#22D91A,#7B413F,#808080,#E9E92F,#7B413F,#D2ABD9,#327815,#522C2A,#808080,#D4CA27,#522C2A,#FFFFFF,#FFFFFF,#FFFFFF,#331B1A,#522C2A,#804441,#FFFFFF,#FFFFFF,#FFFFFF,#331B1A,#522C2A,#804441,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#3E3452,#FFFFFF,#7B413F,#E6CFCF,#FFFFFF,#FFFFFF,#3E3452,#FFFFFF,#522C2A
10352,#E296C9,#76F12F,#F8F8F8,#808080,#F2F82E,#F1DCC0,#B96FAF,#63C029,#E2E2E2,#808080,#DFE92F,#9F8F7A,#FFFFFF,#FFFFFF,#FFFFFF,#332E27,#9F8F7A,#9F8F7A,#FFFFFF,#FFFFFF,#FFFFFF,#332E27,#9F8F7A,#9F8F7A,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6DCCF,#FFFFFF,#FFFFFF,#78669F,#FFFFFF,#F1DCC0,#E6DCCF,#FFFFFF,#FFFFFF,#78669F,#FFFFFF,#9F8F7A
10353,#E296C9,#6DFD2A,#FFEBD9,#808080,#EFF32F,#9C505D,#B96FAF,#5DBE37,#FFBEBE,#808080,#D2DD37,#7B3D46,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#FFFFFF,#FFFFFF,#FFFFFF,#33191D,#7B3D46,#803F49,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#9C505D,#E6CFD2,#FFFFFF,#FFFFFF,#5D4F7B,#FFFFFF,#7B3D46
10354,#C39FAC,#FFFFFF,#FDB52E,#808080,#F5322B,#FDB52E,#CAA3B0,#E0E0E0,#F87920,#808080,#D43B40,#F87920,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#FFFFFF,#FFFFFF,#FFFFFF,#331907,#F87920,#B25717,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#FDB52E,#E6DECF,#FFFFFF,#FFFFFF,#BB9FF8,#FFFFFF,#F87920
10355,#D1D1D1,#FFFFFF,#897D86,#808080,#EE3030,#897D86,#B5A1C8,#DBDADA,#98878D,#808080,#D92C33,#98878D,#FFFFFF,#FFFFFF,#FFFFFF,#332D2F,#98878D,#98878D,#FFFFFF,#FFFFFF,#FFFFFF,#332D2F,#98878D,#98878D,#40363C,#C2A8BF,#D8D0D8,#464042,#554C4F,#BDB3B7,#E6CFE0,#FFFFFF,#FFFFFF,#736198,#FFFFFF,#897D86,#E6CFE0,#FFFFFF,#FFFFFF,#736198,#FFFFFF,#98878D
10356,#DB648E,#FFFFFF,#DEAED0,#4C2832,#FA3F3A,#54002B,#B65173,#E0E0E0,#8E7BBC,#310C1D,#CF2E2E,#0C020B,#FFFFFF,#FFFFFF,#FFFFFF,#33082F,#0C020B,#801575,#FFFFFF,#FFFFFF,#FFFFFF,#33082F,#0C020B,#801575,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFDA,#FFFFFF,#FFFFFF,#09080C,#FFFFFF,#54002B,#E6CFDA,#FFFFFF,#FFFFFF,#09080C,#FFFFFF,#0C020B
10357,#E296C9,#FAFAFA,#901124,#808080,#FD3637,#732B38,#B96FAF,#D4D1D1,#A61831,#808080,#CC2B22,#731A27,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#FFFFFF,#FFFFFF,#FFFFFF,#330C11,#731A27,#801D2B,#4B2732,#D8868E,#FFCFCE,#502138,#703444,#D89096,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#732B38,#E6CFD3,#FFFFFF,#FFFFFF,#574A73,#FFFFFF,#731A27
10358,#C39FAC,#FFFFFF,#FACF7E,#808080,#F5352D,#FACF7E,#CAA3B0,#DDDBDA,#D7986B,#808080,#CA2D21,#D6986A,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#D6986A,#B27F58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#FACF7E,#E6DECF,#FFFFFF,#FFFFFF,#A289D6,#FFFFFF,#D6986A
10359,#C39FAC,#FFFFFF,#E0B86D,#808080,#F52724,#E0B86D,#CAA3B0,#D6D6D6,#CC9065,#808080,#C8322C,#CC9065,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#CC9065,#B27E58,#FFFFFF,#FFFFFF,#FFFFFF,#332419,#CC9065,#B27E58,#4A3521,#D9B167,#FDE3B2,#623C21,#7A572E,#DCB47B,#E6DECF,#FFFFFF,#FFFFFF,#9A83CC,#FFFFFF,#E0B86D,#E6DECF,#FFFFFF,#FFFFFF,#9A83CC,#FFFFFF,#CC9065
10360,#D2ABD9,#FFFFFF,#C0615D,#808080,#FA3E29,#C0615D,#D2ABD9,#D9D9D9,#964C48,#808080,#D64138,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#FFFFFF,#FFFFFF,#FFFFFF,#331A18,#954B47,#954B47,#4B3021,#BC8762,#FEC99D,#592219,#713B2B,#D69673,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#C0615D,#E6CFCF,#FFFFFF,#FFFFFF,#715F95,#FFFFFF,#954B47
10361,#9C68CF,#FFFFFF,#524142,#808080,#F14231,#524142,#9C68CF,#CFCCCC,#352525,#808080,#BE3831,#352524,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#FFFFFF,#FFFFFF,#FFFFFF,#332423,#352524,#805957,#352723,#A98E87,#C7A79E,#402A29,#523C39,#AD8F88,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#524142,#E6CFD0,#FFFFFF,#FFFFFF,#282235,#FFFFFF,#352524
