id,color_r1,color_r2,color_g1,color_g2,color_b1,color_b2,toon_color_r1,toon_color_r2,toon_color_g1,toon_color_g2,toon_color_b1,toon_color_b2
10365,#1A5340,#531028,#534D51,#CDDDD7,#4E494B,#DD354C,#10381A,#020102,#372E43,#8FA4B2,#392739,#90295B
10367,#205642,#561F36,#5AF9B3,#564F52,#F3DDEA,#F873B3,#153B1D,#37111E,#77C0CA,#3B2F46,#D9BDF1,#D84BB0
10368,#FEC4D6,#68FEC4,#E04677,#522B37,#21523E,#FE2945,#BC9EF5,#89C5D2,#8C3C70,#370E22,#15371B,#B42369
10369,#F8F4FC,#FFE2BB,#FFE2BB,#F8F4FC,#D92628,#26851C,#C2CCE1,#F7B39F,#F7B39F,#C2CBE2,#711A1B,#1A5655
10370,#5260B8,#5260B8,#FFE7CB,#303030,#EBF3FC,#D7DE72,#4F408D,#4F408D,#FABBAD,#1A1A1A,#C3E8E5,#E3AE6C
10371,#A1372F,#A1372F,#A1372F,#749BC5,#EBF3FC,#A7B0D6,#702111,#702111,#702111,#5966A4,#C3E8E5,#5C608E
10372,#6C3875,#FFE7CB,#FFE7CB,#D7DE72,#D92628,#6C3875,#511960,#FABBAD,#FABBAD,#E3AE6C,#711A1B,#511960
10373,#DEE97A,#68B366,#EDF9F3,#68B366,#EDF9F3,#F5EF7C,#9C935B,#258B76,#BAE1BF,#258B76,#BAE1BF,#C5C25E
10374,#5260B8,#D7DE72,#FFE7CB,#3E3638,#5260B8,#D7DE72,#4F408D,#E3AE6C,#FABBAD,#30101F,#4F408D,#E3AE6C
10375,#D971CE,#67199E,#2A209E,#4C3D9E,#E2565F,#D971CE,#80527D,#301D69,#1F1760,#3E2D59,#C53B43,#80527D
10376,#B85E52,#9A993E,#9A993E,#303030,#1A1A1A,#E5E457,#84481B,#6C694B,#6C694B,#1A1A1A,#1A1A1A,#8C8431
10377,#7C5076,#587C5E,#587C5E,#731D16,#A2E5B6,#D4562D,#482B5A,#355661,#355661,#431B1E,#6D95B6,#983633
10378,#7E868F,#F3F5F6,#401D12,#B64934,#B64934,#F3F5F6,#4B5772,#BBD6C5,#270604,#8E2529,#8E2529,#BBD6C5
10379,#A1372F,#BCB9BD,#A1372F,#68B366,#434442,#F3F7F1,#702111,#A797A8,#702111,#258B76,#363029,#D8D7B7
10380,#938280,#3E3638,#7B3748,#C55048,#EBF3FC,#3E3638,#76606A,#30101F,#541827,#902A15,#C3E8E5,#30101F
10381,#5260B8,#D7DE72,#EFB370,#3E3638,#5260B8,#D7DE72,#4F408D,#E3AE6C,#C37642,#30101F,#4F408D,#E3AE6C
10382,#DEE97A,#68B366,#DEE97A,#DEE97A,#EDF9F3,#68B366,#9C935B,#258B76,#9C935B,#9C935B,#BAE1BF,#258B76
10383,#D14250,#954A51,#954A51,#385B84,#E08E96,#236EC4,#6F272E,#593442,#593442,#334254,#954A55,#374883
10384,#41CCA3,#3E3638,#3E3638,#D7DE72,#D7DE72,#68B366,#39846E,#30101F,#30101F,#E3AE6C,#E3AE6C,#258B76
10385,#68B366,#FFE2BB,#FFE2BB,#68B366,#B64934,#F3F5F6,#258B76,#F7B39F,#F7B39F,#258B76,#8E2529,#BBD6C5
10386,#368BAB,#B4E1E7,#A1372F,#B4E1E7,#E9ECF0,#A1372F,#316578,#AEBDDD,#702111,#AEBDDD,#C3B7D9,#702111
10387,#B64934,#FFE7CB,#FFE7CB,#B64934,#B64934,#F3F5F6,#8E2529,#FABBAD,#FABBAD,#8E2529,#8E2529,#BBD6C5
10388,#DEE97A,#50894E,#68B366,#68B366,#A48A4F,#F5EF7C,#9C935B,#526C66,#258B76,#258B76,#784F1C,#C5C25E
10389,#D971CE,#2A209E,#2A209E,#E9ECF0,#E2565F,#D971CE,#80527D,#1F1760,#1F1760,#C3B7D9,#C53B43,#80527D
10390,#938280,#3E3638,#D7DE72,#3E3638,#A1372F,#A1372F,#76606A,#30101F,#E3AE6C,#30101F,#702111,#702111
10391,#5058E2,#91CF8F,#91CF8F,#68B366,#E08E96,#236EC4,#474584,#4C897C,#4C897C,#258B76,#954A55,#374883
10392,#299EE4,#6F7579,#194058,#CDE3F1,#C94725,#4F575D,#335DB7,#404D5D,#24273A,#AAD8EE,#93212A,#2C4C50
10393,#514648,#B3CCCF,#F1A2B0,#451921,#EF3053,#7C6C6B,#3C2535,#7B82A6,#BE6EA6,#260B0E,#A02969,#5E4A55
10394,#99D2D9,#D7DE72,#D7DE72,#F3F5F6,#99D2D9,#F3F5F6,#8FA8E0,#E3AE6C,#E3AE6C,#BBD6C5,#8FA8E0,#BBD6C5
10395,#368BAB,#B4E1E7,#A1372F,#A1372F,#A1372F,#B4E1E7,#316578,#AEBDDD,#702111,#702111,#702111,#AEBDDD
10396,#FA574A,#FA574A,#FA574A,#DFE548,#178039,#178039,#9A353E,#9A353E,#9A353E,#989C26,#245B36,#245B36
10397,#536BAB,#E5E26F,#E5E26F,#44953F,#E6EE27,#FF96D1,#2E4479,#BDA750,#BDA750,#31673B,#E0C345,#CC5AB6
10398,#A8E9EF,#C55537,#512517,#397C70,#9A766C,#7C1D30,#709EBF,#983C30,#380805,#233D63,#7C4F5F,#300D21
10399,#9B4FD3,#B0D362,#4B4594,#D2D1D3,#371A45,#C291F7,#5E4F9C,#53A057,#392E50,#ACA2B5,#160C1F,#8965C5
10400,#19356F,#7088BA,#E5E7EC,#3F4144,#BAAC56,#75726C,#1D1F35,#2E6A99,#C1D9DD,#181E2F,#92763A,#584D4C
10401,#538F7A,#8F4969,#8F8388,#8F166C,#8F166C,#348F52,#324875,#6F2E57,#716071,#421947,#391F3D,#23585E
10402,#BEDF22,#3A3945,#88838F,#25168F,#36348F,#7F8F46,#CFC83E,#1C1E37,#4A476D,#191153,#3B3351,#24713D
10403,#767AF7,#293156,#C5C5D4,#D4D366,#F0F738,#606162,#7767B3,#28262E,#888AB6,#AC9948,#EBCE56,#3B4755
10404,#374945,#A2797C,#AEE7D4,#59191D,#5BE7AE,#1D7350,#181C38,#804E6B,#83C0CD,#2B0B12,#74B0BA,#113043
10405,#FC3566,#17586D,#FCBCE2,#671816,#6C4D5F,#FC6EB1,#A83778,#234352,#A189DF,#350B11,#481F4D,#C15A9C
10406,#706664,#64251B,#2A706B,#315B64,#F5E6DA,#F5BE58,#52444A,#3E1710,#172B57,#180E55,#F6D0CF,#CB8553
